고유번호,문법번호,영어예문,번역문,질문,관련문,참조문,출처
1003,10311010000,He painted the walls and the floor white.,그는 벽과 바닥을 하얗게 칠했다.,"“the walls""와 ""the floor""가 [하얗게 칠했다]의 대상으로 번역되었습니까?",,,문법책-Hornby
1004,10311020000,Mrs. Evans snatched the child from him and looked at her.,에반스 부인은 그로부터 아이를 빼앗듯이 받아 안고 살펴보았다.,"""snatched~""와 ""looked~""가 모두 주어 ""Mrs. Evans""에 걸리도록 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1005,10311020000,I love you and therefore am writing this letter.,나는 당신을 사랑하고 있기 때문에 이 편지를 쓰고 있습니다.,"나열된 동사 ""love""와 ""am writing""이 각각 [나는 사랑하기때문에 편지를 쓴다]로 모두 ""I""에 걸리도록 번역되었습니까?",,,문법책-Hornby
1006,10311020000,We cannot avoid or postpone making this decision.,우리들은 이 결정을 실시할 것을 피하거나 연기할 수 없다.,[이 결정을 하는 것을 피할 수 없다]와 [이 결정을 할 것을 연기할 수 없다]의 2개의 의미로 번역되었습니까?,,,문법책-Hornby
1007,10311020000,His company expects to obtain regulatory approval and complete the transaction by year-end.,그의 회사는 규정하는 승인을 얻어 연말까지 거래를 완료할 것을 기대한다.,"""obtain∼and complete∼""가 [얻어~완료하다]와 같이 나열구가 [그의 회사가 기대하다]에 걸리도록 번역되었습니까?",,,문법책-Hornby
1008,10311020000,"The old man landed his boat, climbed out of it with difficulty and looked round.",노인은 보우트를 육지에 대고 간신히 보우트에서 빠져 나와 주위를 둘러보았다.,"""landed (his boat)"", ""climbed (out of it with difficulty)"" "" looked round""가 [육지에 대다],[올랐다],[주위를 둘러보았다]가 모두 ""the oldman""이 한 행동으로 번역이 되었습니까?",,,문법책-맨투맨
1009,10311040000,"""A boy of your age could get lost, or hurt, or in trouble in downtown Detroit.""","네 또래의 아이는 디트로이트 시내에서 길을 잃거나, 다치거나, 혹은 곤경에 빠질 수 있단다.","""get lost, or hurt, or in trouble""이 [길을 잃거나 다치거나 곤경에 처하다]로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1010,10311040000,"A long, thin nose goes with strength of character, marking a person who can be trusted, etc.","길고 가는 코는 강한 성격을 수반하며, 신뢰할 수 있는 사람 등임을 나타낸다.","""long, thin""이 [길고 가는]으로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1011,10311040000,Dr. Akram worked quickly and carefully.,아크람 의사는 빠르고 조심스럽게 일했다.,"""quickly and carefully""가 [빠르고 조심스럽게]로 번역되었습니까?",,,영어교과서-고교ii-a-1
1012,10311040000,"I was a child, again frightened before a terrible, mysterious force that wanted to kill me.",나는 나를 죽이려 하는 무시무시하고 신비스러운 힘 앞에서 다시 한 번 두려움에 떠는 어린아이가 되었다.,"""terrible, mysterious force""가 ""that절""의 수식을 받아 [무섭고, 신비스런힘]이라고 번역되었습니까?",,,영어교과서-고교ii-a-1
1013,10311040000,She agreed to start early and by herself.,"그녀는 바로, 그리고 혼자서 출발하는데 동의했다.","[그녀가 동의했다]는 것이 ""early"" 그리고 ""by herself""에 걸리도록 번역되었습니까?",,,문법책-Hornby
1014,10311050000,He said the Philippines and Thailand would be the main beneficiaries of the president's action.,그는 필리핀과 태국이 대통령의 행동의 주요 수익자일거라고 말했다.,"""Philippines""와 ""Thailand""가 [수익자이다]로 번역되었습니까?",,,문법책-Hornby
1015,10311060000,"I know two companies in contact with each other, and supplying materials for each other.",나는 상호 접촉하여 상호 재료를 공급하고 있는 2개의 회사를 알고 있다.,"[2개의 회사]가 ""in contract"" 이면서 ""supplying materials""하고 있는 것으로 번역되었습니까?",,,문법책-Hornby
1016,10311060000,He assumes reinvestment of dividends and that the current yield continues for a year.,그는 배당의 재투자와 현재의 수익이 1년 계속될 것으로 추측한다.,"""reinvestment of dividends""와 ""that"" 이하가 [추측하다]의 내용으로 번역되었습니까?",,,문법책-Hornby
1017,10311070000,The hotel decided to treat them more like royalty or rock stars than factory owners.,호텔은 그를 공장경영자라고 하기 보다 왕족이나 록 스타로 다루기로 결정했다.,"""royalty or rock star""가 [왕족이나 록 스타]로 번역되었습니까?",,,문법책-Hornby
1018,10311070000,The users used their television sets as screens and stored data on cassettes.,"이용자는 스크린으로서 TV를 사용하고, 그리고 카셋트 위에 데이터를 저장했다.","이용자는 ""used their television sets""와 ""stored data""를 한 것으로 번역되었습니까?",,,문법책-Hornby
1019,10311080000,"One for the money, two for the show, three to make ready, and four to go.","첫번째 결혼은 돈을 위해서이고, 두번째 결혼은 남에게 뽐내기 위해서이고, 세번째 결혼은 저 세상에 갈 준비를 하기 위해서이고, 네번째 결혼은 저승으로 가기 위해서이지.","문전체가 [첫번째는~을 위해서이고, 두번째는~을 위해서이고~세번째는~]과 같이 동일형태의 나열구로 번역이 되었습니까?",,,문법책-맨투맨
1020,10312010100,I know him.,나는 그를 알고 있다.,"""know""가 [알고 있다]로 현재의 지속적인 상태로 번역되었습니까?",,,문법책-Hornby
1021,10312010100,Cats drink milk.,고양이는 우유를 마신다.,[마시다]가 습관을 나타내는 표현으로 번역되었습니까?,,,문법책-Hornby
1022,10312010100,The moon rises in the east.,달은 동쪽에서 뜬다.,"""rises""가 [뜬다(뜨는 것이다)]로, 일반적 진리를 나타내는 표현으로 번역되었습니까?",,,문법책-Hornby
1023,10312010100,Here comes the car.,"봐, 차가 왔어.","""comes the car""가[ 차가 왔어]로 번역되었습니까?",,,문법책-Hornby
1024,10312010100,She leaves tomorrow.,그녀는 내일 출발한다.,"""leaves""가 [출발한다]로, 확정된 가까운 미래를 나타내는 표현으로 번역되었습니까?",,,문법책-Hornby
1025,10312010200,"""You have already been answered!"" said the hermit, still bending down to the ground.",당신은 이미 대답을 들으셨소! 라고 그 은자는 땅을 향해 몸을 굽힌 채로 말했다.,[당신은 이미 대답을 들었다]로 완료된 상황을 나타내도록 번역이 되었습니까?,,,영어교과서-고교ii-a-1
1026,10312010200,Have you ever wondered what would happen if there were no light?,빛이 없으면 무슨 일이 일어날까 생각해 본 적이 있는가?,"""have you ever wonder""가 [들어본적 있습니까]로 현재완료 경험으로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1027,10312010200,Immigrants of many different nationalities have settled in the U.S. throughout its history.,국적을 달리하는 이주민들이 미국의 전역사를 통해서 정착해 왔다.,"""have settled""가 [정착해 왔다]로 과거의 어느시점에서 현재까지 영향을 미치는 것으로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1028,10312010200,We have invented mirrors and lenses.,우리는 거울과 렌즈를 발명했다.,문장이 현재완료로 [발명했다]로 번역이 되었습니까?,,,영어교과서-고교ii-a-1
1029,10312010200,I have already written a letter.,나는 이미 편지를 써 버렸다.,"""have already written""이 [이미 써 버렸다]로, 현재까지 동작(write)이 완료한 것으로 번역되었습니까?",,,문법책-Hornby
1030,10312010300,He is working now.,그는 지금 일을 하고 있다.,"""is working""이 [일을 하고 있다]로 현재 행해지고 있는 동작으로 번역되었습니까?",,,문법책-Hornby
1031,10312010300,He is always working at night.,그는 항상 밤에 일을 하고만 있다.,"[항상 ∼하고만 있다]로, 습관적 동작을 나타내는 표현으로 번역되었습니까?",,,문법책-Hornby
1032,10312010300,I am having dinner.,나는 저녁을 먹고 있다.,"""having""이 [먹고 있다]로, 현재 이루어지고 있는 동작을 나타내는 표현으로 번역되었습니까?",,,문법책-Hornby
1033,10312010300,The moon is rising in the east now.,달이 지금 동쪽에서 떠오르고 있다.,"""is rising""이 [떠오르고 있다]로 현재 행해지고 있는 동작으로 번역되었습니까?",,,문법책-Hornby
1034,10312010300,The demand for water is growing everyday.,물에 대한 수요는 나날이 증가되고 있다.," ""is growing""이 [증가되고 있다]로 현재도 진행중인 상황으로 번역이 되었습니까?",,,문법책-맨투맨
1035,10312010400,It has been raining since yesterday.,어제부터 비가 계속 내리고 있다.,"[계속 내리고 있다]로, 현재까지의 동작의 계속으로 번역되었습니까?",,,문법책-Hornby
1036,10312010400,I have been studying French for 10 years.,나는 10년 동안 프랑스어를 공부해 오고 있다.,"[공부해 오고 있다]로, 현재까지의 동작의 계속으로 번역되었습니까?",,,문법책-Hornby
1037,10312020100,It was going to be a very important announcement about the war.,그것은 전쟁에 관한 아주 중요한 발표가 될 것이었다.,문장이 [~될것이었다]로 과거의 시제를 나타내도록 번역이 되었습니까?,,,영어교과서-고교ii-a-1
1038,10312020100,Why did you keep it?,왜 그것을 간직하고 있었소?,[왜 그것을 간직하고 있었습니까?]로 과거에 있었던 일을 묻는 것으로 번역이 되었습니까?,,,영어교과서-고교ii-a-1
1039,10312020100,I wrote a letter yesterday.,나는 어제 편지를 썼다.,"“wrote a letter""가 [편지를 썼다]로, 과거의 동작을 나타내는 표현으로 번역되었습니까?",,,문법책-Hornby
1040,10312020100,I knew him well.,나는 그를 잘 알고 있었다.,[그를 잘 알고 있었다]로 과거의 상태로 번역되었습니까?,,,문법책-Hornby
1041,10312020100,The airplane left before I reached the airport.,그 비행기는 내가 공항에 도착하기 전에 출발해버렸다.,"""left before I reached""가 [내가 도착하기 전에 출발해버렸다]로, 이미 출발이 완료해버렸다는 의미로 번역되었습니까?",,,문법책-Hornby
1042,10312020200,And Jeff had done it.,그리고 제프는 그것을 했었다.,"""had done""이 [했었다]로 과거완료로 번역되었습니까?",,,영어교과서-고교ii-a-1
1043,10312020200,She learned that in India scientists had tried to increase plant yield with music.,그녀는 인도에서 과학자들이 음악으로 작물 생산량을 늘리려고 시도했었다는 것을 알았다.,과학자들이 시도했던 것이 그녀가 배운것 보다 더 이전에 일어난 것으로 번역이 되었습니까?,,,영어교과서-고교ii-a-1
1044,10312020200,The plague had reached out and struck at us.,그 전염병이 손을 뻗쳐 우리를 엄습한 것이다.,"""had reached out""가 ""struck at us""보다 이전의 상황임을 나타내어 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1045,10312020200,I had written a letter by then.,나는 그 때까지 편지를 다 썼었다.,"[그 때까지 다 썼었다]로, 완료를 나타내는 표현으로 번역되었습니까?",,,문법책-Hornby
1046,10312020200,He remembered that he had lost his book.,그는 책을 잃어버렸던 것을 떠올렸다.,"[잃어버렸던 것을 떠올렸다]로, [떠올린 시점보다 전에 책을 잃어버렸었다]라는 상황에 모순되지 않는 형태로 번역되었습니까?",,,문법책-Hornby
1047,10312020300,"A few days later, Dr. Akram was talking to Dr. Cook.","며칠 후, 아크람 의사는 쿡 의사에게 이야기를 하고 있었다.","""was talking to~""가 [~에게 말하고 있었습니다]로 과거에 진행중인 일로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1048,10312020300,My dog was barking a lot then.,우리 개는 그 때 잘 짖고 있었다.,"[짖고 있었다]로, 과거의 한 시점에서 행해졌던 동작(진행형)으로 번역되었습니까?",,,문법책-Hornby
1049,10312020300,The bowl was lying on the ground and a cat was drinking milk from it.,"그 사발은 땅에 놓여 있었으며, 고양이가 그 사발에서 우유를 마시고 있었다.","""was lying""[놓여있었다],""was drinking"" [마시고 있었다]로, 과거의 한 시점에서의 상태와 동작으로 번역되었습니까?",,,문법책-맨투맨
1050,10312020300,Mass production was beginning before the war.,대량 생산은 전쟁 이전에 시작되고 있었다.," ""was beginning"" 이[시작되고 있었다]로, 과거의 한 시점에서의  동작으로 번역되었습니까?",,,문법책-맨투맨
1051,10312020300,"""I wasn't smelling the fish; I was only talking to it,"" answered the negro.","""저는 생선의 냄새를 맡고 있지는 않았어요.저는 단지 생선에게 말을 하고 있었지요.""하고 그 흑인이 대답했다.","""wasn't smelling"" [맡고 있지 않았었다] ,""was only talking"" [말을 하고 있었다]로, 과거의 한 시점에서의  동작으로 번역되었습니까",,,문법책-맨투맨
1052,10312020400,I had been working here for ten years when he joined us.,"그가 우리들에게 합류했을 때, 나는 여기에서 이미 10년간 일하고 있었다.","""had been working here for ten years""가 [이미 10년간 일하고 있었다]로, 과거의 한 시점까지의 동작의 계속으로 번역되었습니까?",,,문법책-Hornby
1053,10312030100,You will be ten years old next year.,당신은 내년에 10살이 된다.,"“will be ten years old""가 [10살이 되다[될 것이다]]로, 미래 사항을 언급하는 표현으로 번역되었습니까?",,,문법책-Hornby
1054,10312030100,I shall be late if I miss that train.,나는 그 열차를 놓치면 지각할 것이다.,"[차를 놓치면 지각할 것이다]로, (지각하는/늦는) 일이 미래에 일어날 수 있는 일로서 번역되었습니까?",,,문법책-Hornby
1055,10312030100,I will give you this book.,당신에게 이 책을 드려요.,"[당신에게 이 책을 드려요]로, 화자의 의지로 번역되었습니까?",,,문법책-Hornby
1056,10312030100,She shall stay in bed.,그녀는 재워둬야지.,"""shall stay in bed""가 [재워둬야지]로, 화자의 의지로 번역되었습니까?",,,문법책-Hornby
1057,10312030100,When will they come?,그들은 언제 옵니까?,"[그들은 언제 옵니까]로, 의지와는 무관하게 미래의 사실을 묻는 표현으로 번역되었습니까?",,,문법책-Hornby
1058,10312030200,I will have written this letter by noon tomorrow.,나는 내일 정오까지는 이 편지를 써버릴 것이다.,"""will have written""이 [써 버릴 것이다]로, 미래의 한 시점까지의 동작의 완료를 나타내는 표현으로 번역되었습니까?",,,문법책-Hornby
1059,10312030200,I will have arrived there before he starts.,그가 출발하기 전에 나는 그곳에 도착해 버릴 것이다.,"""will have arrived""가 [도착해 버릴 것이다]로, 미래의 한 시점까지 동작이 완료되어 있을 것을 나타내는 표현으로 번역되었습니까?",,,문법책-Hornby
1060,10312030200,"If I visit Malaysia once again, I will have been there six times.",만약 내가 말레이시아를 다시 방문한다면 나는 그곳에 6번 간 것이 된다.,"""will have been there six times""가 [그곳에 6번 간 것이 된다]로, 미래의 한 시점에 있어서의 경험으로서 번역되었습니까?",,,문법책-Hornby
1061,10312030200,I will have been in London for five years next year.,나는 내년으로 런던에 5년 있는 것이 된다.,"[내년으로 5년 있는 것이 된다]로, 미래에 있어서의 상태의 계속을 나타내는 표현으로 번역되었습니까?",,,문법책-Hornby
1062,10312030300,I will be helping John tomorrow.,내일은 나는 죤을 도와주고 있을 것이다.,"""will be helping John""이 [죤을 도와주고 있을 것이다]로 진행형으로 번역되었습니까?",,,문법책-Hornby
1063,10312030400,I will have been staying in this hotel for two months next Monday.,다음 월요일로 나는 이 호텔에 2개월 계속 체류하고 있는 것이 된다.,"[다음 월요일로 2개월 계속 체재하고 있는 것이 된다]로, 미래에 있어서의 상태의 계속을 나타내는 표현으로 번역되었습니까?",,,문법책-Hornby
1064,20101010000,A climb to success is so hard.,성공을 향해 오르기는 매우 어렵다.,"""climb""가 [오르기]로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1065,20101010000,Light from the sun helps warm the earth.,태양에서 나오는 빛은 지구를 따뜻하게 하는 데 도움이 된다.,"""warm""이 [~을 따뜻하게 하다]라고 동사로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1066,20101010000,Martin goes to get the drinks.,마틴은 마실 것을 가지러 간다.,"""the drinks""가 [음료]로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1067,20101010000,So you knew that she needed help.,그래서 자네는 그녀가 도움을 필요로 한다는 것을 알았겠군.,"""help""가 [도움]으로 명사로서 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1068,20101010000,The big bag rose quickly into the air.…,그 큰 자루는 빠른 속도로 공중으로 올라갔다.,"""rose""가 [올라갔다]로 ""rise""의 과거형으로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1069,20101020000,The trash can was thrown away.,쓰레기 캔은 버려졌다.,"“can""이 [캔]으로 명사로 번역되었습니까?",,,문법책-Hornby
1070,20101030000,"I just kept it in a book, and never did any more about it.",저는 단지 그것을 책 속에 넣어 두고서 어떠한 그 이상의 것도 하지않았습니다.,"""more""가 [그 이상의 것]이라고 번역되었습니까?",,,영어교과서-고교ii-a-1
1071,20101030000,"When I returned home, I wrote at once to my father.",집에 돌아오자 나는 즉시 아버지에게 편지를 썼다.,"""home""이 [집으로]로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1072,20101040000,We needed money.,우리는 돈이 필요했습니다.,"""need""가 [~가 필요하다]로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1073,20101040000,"Yes, he did just that.","예, 그는 바로 그렇게 했습니다.","""did""가 [~을 했다]로 조동사가 아닌 동사로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1074,20101040000,You can do it by yourself.,너는 혼자서 그것을 할 수 있다.," ""do ""가 [하다]로 문의 주동사로 번역이 되었습니까?",,,문법책-맨투맨
1075,20101040000,He does not dare to look down upon me.,그는 감히 나를 모욕하지 못한다.,"""does not dare~"" 가[감히~하지 못한다]로 문의 주동사로 번역이 되었습니까?",,,문법책-맨투맨
1076,20101040000,He dare not go alone.,나는 감히 혼자 못간다.,"""dare not go alone""가[감히 혼자 가지 못한다]로 ""dare""가 조동사로 번역이 되었습니까?",,,문법책-맨투맨
1077,20101050000,Reading the book I mentioned yesterday will help you.,내가 어제 언급한 책을 읽는 것은 당신을 도울 것이다.,"“Reading the book I mentioned yesterday""가 [내가 어제 언급한 책을 읽는 것]으로, 명사절로 번역되었습니까?",,,문법책-Hornby
1078,20101050000,Self-knowledge is having information about yourself.,자기지식이란 자기자신에 관한 정보를 갖는 것이다.,"""having information about yourself""가 [자기자신에 관한 정보를 갖는 것이다]라고 하는 명사절로 번역되었습니까?",,,문법책-Hornby
1079,20101050000,These properties are used when simplifying algebraic expressions.,이들 성질은 대수식(代數式)을 간단하게 할 때 이용된다.,"""when simplifying algebraic expression""이 [대수식을 간단하게 할 때]로 때를 나타내는 부사절로 번역되었습니까?",,,문법책-Hornby
1080,20101050000,Fuel transfer personnel shall not wear static electricity producing clothes.,연료 수송원은 정전기를 발생하는 옷을 입어서는 안된다.,"""static electricity producing clothes""가 [정전기를 발생하는 옷]으로, [옷]이 [발생하다]의 의미상 주어가 되도록 번역되었습니까?",,,문법책-Hornby
1081,20101050000,I saw a sleeping car.,나는 침대차를 보았다.,"""a sleeping car""가 [침대차]로, 용도 목적의 의미로 번역이 되었습니까?",,,문법책-맨투맨
1082,20101050000,I saw a sleeping baby.,나는 잠자고 있는 아기를 보았다.,"""a sleeping baby""가 [잠자고 있는 아기]로, 현재의 상태, 동작의 의미로 번역이 되었습니까?",,,문법책-맨투맨
1083,20101070000,I screamed out that Japan had surrendered to the Americans.,나는 일본이 미국에게 항복했다고 울부짖었다.,"""that절 이하가""가 ""screamed out""의 목적절로 번역되었습니까?",,,영어교과서-고교ii-a-1
1084,20101070000,Mrs. Retallack had seen that some sounds seemed to help plants.,레텔랙 부인은 어떤 소리들은 식물에 도움을 주는 것 같다는 것을 알았다.,"""that""이 접속사로 ""had seen""의 목적절로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1085,20101070000,That deer ate everything in my garden surprised me.,사슴이 정원에 있는 모든 것을 먹은 것은 나를 놀라게 했다.,"문두의 “that""이 보문표식(補文標識)으로서 인정되어, [사슴이 정원에 있는 모든 것을 먹은 것]이 문의 주어로 번역되었습니까?",,,문법책-Hornby
1086,20101070000,That deer ate everything in my garden last night.,그 사슴은 어젯밤 정원에 있는 모든 것을 먹었다.,"문두의 ""that""이 [그 사슴]으로 지시사로 번역되었습니까?",,,문법책-Hornby
1087,20101080000,She felt that maybe there were sounds that would help man.,그녀는 인간에게 도움이 될 소리가 어쩌면 있을 것이라고 생각했다.,"""felt that~""의 ""that""이 명사절을 이끄는 종속접속사로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1088,20101080000,I know that hit Mary.,나는 그것이 메리를 때린 것을 알고 있다.,"“that""이 [그것]으로 대명사로 번역되었습니까?",,,문법책-Hornby
1089,20101080000,Some scientists say that climate influences growth.,몇몇 과학자들은 기후는 성장에 영향을 준다고 말합니다.,"""say that ~""이 [~라고 말하다]로, ""that""이하의 절이 [말하다]의 내용이 되도록  번역이 되었습니까?",,,문법책-맨투맨
1090,20101090000,"Beyond that, however, no one can tell for sure.",그러나 그 이상은 누구도 분명하게 말할 수 없다.,"""that""이 [그것]으로 지시대명사로 번역되었습니까?",,,영어교과서-고교ii-a-1
1091,20101100000,"He saw no one but simple people, and so the king put on ordinary clothes.",그는 평범한 사람들 외에는 아무도 만나지 않았으므로 임금은 수수한 옷을 입었다.,"""but""이 [~을 제외하고]로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1092,20101100000,You shouldn't choose the president like you choose goods in a supermarket.,슈퍼마켓에서 물건을 고르듯이 대통령을 선택해야 하는 것은 아니다.,"“like""가 [～하듯이～하다]로 접속사로 번역되었습니까?",,,문법책-Hornby
1093,20101100000,He lives the next door but one.,그는 한 집 건너 이웃에 살고 있다.,"""but""이 제외의 의미로 번역되었는가?",,,문법책-Hornby
1094,20101110000,You need to understand the feelings that you have.,당신은 당신이 가지고 있는 감정을 이해할 필요가 있다.,"“that you have""가 [당신(이/의) 가지고 있다]로, [감정]에 걸리는 연체절로 번역되었습니까?",,,문법책-Hornby
1095,20101110000,I told the girl that I like the story.,소녀에게 나는 그 이야기를 좋아한다고 말했다.,"""that"" 이하가 [나는 그 이야기를 좋아한다]로 [말했다]의 내용으로 번역되었습니까?",,,문법책-Hornby
1096,20101120000,He was in a bad mood and drove like a crazy man.,"그는 기분이 좋지 않았고, 미친 사람처럼 차를 몰더군요.","""like""가 [~처럼]로 전치사로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1097,20101120000,I ate mine like soup.,나는 커피를 수프처럼 떠먹었다.,"""like soup""이[수프처럼]으로 ""like""가 [~처럼]으로 번역이 되었습니까?",,,문법책-맨투맨
1098,20101130000,"About 1939, I believe.",1939년쯤이었다고 믿어요.,"""about~""이 [약~]으로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1099,20101130000,Once before I was driven too fast.,전에 한 번은 내가 탄 차가 너무 빨리 달렸지요.,"""once before""가 [전에 한번은]으로 부사로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1100,20101130000,I will write down the answer about an hour later.,나는 약 1시간 후에 대답을 간단히 쓸 것입니다.,"“about""이 [(약/대략)]으로 번역되었습니까?",,,문법책-Hornby
1101,20101130000,I can read about that couple every day.,매일 그 커플에 관해 읽을 수 있다.,"""about""이 [∼에 관해/∼에 대해]로 번역되었습니까?",,,문법책-Hornby
1102,20101130000,Human infants do not usually shed tears until they are about six weeks old.,유아는 생후 약 6주가 되어서야 비로소 대개 눈물을 흘린다.,"""about""이 [약, 대략]으로 번역이 되었습니까?",,,문법책-맨투맨
1103,20101140000,"He has but one aim in life, to make money.",그는 인생에서 단지 돈 벌겠다는 목적만을 가지고 있다.,"""but""이 [단지]의 의미로 부사로 번역이 되었습니까?",,,문법책-성문기본
1104,20101150000,"Moreover, many of you may stop at this level.",더욱이 여러분 중 다수가 이 수준에서 멈춘다.,"""many of ""가 [~중 다수]으로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1105,20101150000,Most of our London taxi drivers are very cautious.,런던 택시 기사들중 대부분은 아주 조심성이 있는데.,"""most of""가 [~중 대부분]으로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1106,20101150000,But he  himself was very mean about small sums of money.,그러나 자기 자신은 적은 액수의 돈에도 몹시 인색했다.,"""mean""이 [인색한]과 같이 형용사로 번역이 되었습니까?",,,문법책-맨투맨
1107,20101150000,"If my heart were base enough to love without being loved in return, I would tear it to pieces.","만일 내 마음이 당신의 사랑을 받지 못하면서 사랑할 정도로 비참해진다면, 나는 그것을 갈기갈기 찢어버릴 것이오.",""" base""가 [비참한]과 같이 형용사로 번역이 되었습니까?",,,문법책-맨투맨
1108,20101170000,"""Why, Ralph, that's the most you've ever made selling newspapers!""","어머나, 랠프야, 네가 신문을 팔아 번 돈 중에서 제일 많구나!","""why""가 [어머나]으로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1109,20101170000,What! Not really? ,뭐라구! 설마 그럴리가?,"""what""이 [뭐라구!]와 같이 놀람을 나타내도록 번역이 되었습니까?",,,
1110,20102010000,Do you form opinions about people simply from looking at their faces?,당신은 단지 사람들의 얼굴을 보는 것만으로 그들에 관한 견해를 형성하는가?,"""simply""가 ""from""이하의 전치사구를 수식하여 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1111,20102010000,He didn't get the money honestly.,그는 그 돈을 정당한 수단으로 얻은 것은 아니었다.,"""honestly""가 [정당한 수단으로 (정직하게)]로 번역되었습니까?",,,문법책-Hornby
1112,20102010000,"Honestly, he didn't get the money.","정직히 말해, 그는 그 돈을 얻지 못했다.","""honestly""가 [정직히 말해, 사실은]으로 번역되었습니까?",,,문법책-Hornby
1113,20102010000,The company now faces additional trouble.,그 회사는 지금 새로운 문제에 직면해 있다.,"[그 회사는 지금, 직면해 있다]로 번역되었습니까? 부사 ""now""의 번역법. 즉, ""now""를 ""company""가 아니라 ""face""에 걸리게 해석했는가?",,,문법책-Hornby
1114,20102010000,He told me to strictly attend to the invader.,그는 나에게 침입자에게 엄격하게 대응할 것을 명령했다.,"""to strictly attend""가 [엄격하게 대응하다]로 [엄격하게]가 [대응하다]의 수식어구로서 번역되었습니까?",,,문법책-Hornby
1115,20102020000,You have to stop the operation if the temperature is more than it or if the pump overheat light comes on.,온도가 그 이상이 되든가 펌프의 오버히트 표시가 들어오면 조작을 그만두지 않으면 안된다.,"2개의 ""if"" 이하가 각각 [조작을 그만두다]의 조건으로 번역되었습니까?",,,문법책-Hornby
1116,20102020000,He will direct an effort to reduce overhead until a more satisfactory level of profit is achieved.,나는 이익이 보다 만족할 수 있는 수준에 달할 때까지 오버헤드를 감소시키는 노력을 명령할 것이다.,"“until"" 이하의 부분이 ”direct""를 수식하도록, 즉 “reduce""만을 수식하지 않도록 번역되었습니까?",,,문법책-Hornby
1117,20102030100,"I've often tried to find another stamp like it, but there aren't many in the world.",나는 종종 그것과 같은 것을 하나 더 찾으려고 해보았지만 세상에 많지 않았습니다.,"""stamp like it""이 [그와 같은 우표]로 명사에 걸리도록 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1118,20102030100,People in Korea cannot see people in America.,한국에 있는 사람들은 미국에 있는 사람들을 볼 수 없다.,"""people in Korea""가 [한국에 있는 사람들]로 전치사구가 명사에 걸리도록 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1119,20102030100,Perhaps I was thinking of my father in prison.,아마도 감옥에 계신 아버지를 생각하고 있었는지 모른다.,"""in prison""이 [감옥에 있는]으로 ""my father""을 수식하도록 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1120,20102030100,Ralph didn't even have money for transportation.,랠프는 여비마저 없었다.,"""for transportation""이 ""money""를 수식하여 [여비]로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1121,20102030100,I found cheaper products at an electrical shop.,나는 좀 더 싼 제품을 전기점에서 발견했다.,"[전기점에서 발견했다]로 ""at an electrical shop""이 걸리는 곳이 ""found""로 번역되었습니까?",,,문법책-Hornby
1122,20102030200,The company is located in Taejon about 30 kilometers from Seoul.,그 회사는 서울에서 30킬로 정도 떨어진 대전에 있었다.,[대전은 서울에서 30킬로 정도 떨어져 있다]로 번역되었습니까?,,,문법책-Hornby
1123,20102030200,By ordering books from our company you help us continue to publish more.,우리들의 회사에 책을 주문함으로써 당신은 우리들이 또한 책의 출판을 계속하는 것을 돕는 것이 된다.,"[우리들의 회사에 책을 주문함으로써]로 ""By ordering books from our company""를 하나의 덩어리로 번역하였습니까?",,,문법책-Hornby
1124,20102030300,There is a station in the town.,마을에 역이 있다.,[마을에 있다]로 번역되었습니까?,,,문법책-Hornby
1125,20102040000,He doesn't say the woods and snow are beautiful until he comes to the last stanza.,시인은 마지막 연에 이르러서야 비로소 숲과 눈이 아름답다고 말한다.,"""the wood and snow""가 [숲과 눈]으로 ""and""가 번역이 되었습니까?",,,영어교과서-고교ii-a-1
